"X(um)","Z(um)"
"3963.479 ","-9.657 "
"3987.071 ","-7.772 "
"4010.663 ","-5.927 "
"4034.255 ","-4.155 "
"4057.847 ","-2.437 "
"4081.439 ","-0.740 "
"4105.032 ","0.901 "
"4128.624 ","2.414 "
"4152.216 ","3.827 "
"4175.808 ","5.216 "
"4199.400 ","6.643 "
"4222.992 ","8.223 "
"4246.584 ","10.011 "
"4270.176 ","11.986 "
"4293.769 ","14.232 "
"4317.361 ","16.720 "
"4340.953 ","19.309 "
"4364.545 ","21.919 "
"4388.137 ","24.477 "
"4411.729 ","26.945 "
"4435.321 ","28.972 "
"4458.914 ","30.119 "
"4482.506 ","29.571 "
"4506.098 ","26.574 "
"4529.690 ","21.295 "
"4553.282 ","13.282 "
"4576.874 ","3.051 "
"4600.466 ","-7.629 "
"4624.059 ","-17.529 "
"4647.651 ","-22.880 "
"4671.243 ","-28.531 "
"4694.835 ","-32.964 "
"4718.427 ","-32.126 "
"4742.019 ","-29.700 "
"4765.611 ","-26.398 "
"4789.203 ","-22.788 "
"4812.796 ","-19.309 "
"4836.388 ","-16.220 "
"4859.980 ","-13.649 "
"4883.572 ","-11.718 "
"4907.164 ","-10.221 "
"4930.756 ","-8.813 "
"4954.348 ","-7.396 "
"4977.941 ","-6.078 "
"5001.533 ","-5.028 "
"5025.125 ","-4.348 "
"5048.717 ","-4.089 "
"5072.309 ","-4.153 "
"5095.901 ","-4.414 "
"5119.493 ","-4.705 "
"5143.085 ","-4.708 "
"5166.678 ","-4.291 "
"5190.270 ","-3.430 "
"5213.862 ","-2.123 "
"5237.454 ","-0.430 "
"5261.046 ","1.451 "
"5284.638 ","3.293 "
"5308.230 ","4.986 "
"5331.823 ","6.639 "
"5355.415 ","8.236 "
"5379.007 ","9.752 "
"5402.599 ","11.320 "
"5426.191 ","13.030 "
"5449.783 ","14.892 "
"5473.375 ","16.808 "
"5496.968 ","18.672 "
"5520.560 ","20.654 "
"5544.152 ","22.824 "
"5567.744 ","25.100 "
"5591.336 ","27.579 "
"5614.928 ","30.403 "
"5638.520 ","33.680 "
"5662.112 ","37.249 "
"5685.705 ","40.773 "
"5709.297 ","44.051 "
"5732.889 ","46.048 "
"5756.481 ","45.406 "
"5780.073 ","41.863 "
"5803.665 ","33.429 "
"5827.257 ","20.643 "
"5850.850 ","6.316 "
"5874.442 ","-8.219 "
"5898.034 ","-21.570 "
"5921.626 ","-31.807 "
"5945.218 ","-37.169 "
"5968.810 ","-39.641 "
"5992.402 ","-41.576 "
"6015.994 ","-43.098 "
"6039.587 ","-43.888 "
"6063.179 ","-44.010 "
"6086.771 ","-43.575 "
"6110.363 ","-42.285 "
"6133.955 ","-40.202 "
"6157.547 ","-37.776 "
"6181.139 ","-35.347 "
"6204.732 ","-33.242 "
"6228.324 ","-31.707 "
"6251.916 ","-30.742 "
"6275.508 ","-30.352 "
"6299.100 ","-30.310 "
"6322.692 ","-30.177 "
"6346.284 ","-29.697 "
"6369.877 ","-28.749 "
"6393.469 ","-27.455 "
"6417.061 ","-25.856 "
"6440.653 ","-24.089 "
"6464.245 ","-22.272 "
"6487.837 ","-20.306 "
"6511.429 ","-18.257 "
"6535.021 ","-16.164 "
"6558.614 ","-14.029 "
"6582.206 ","-11.936 "
"6605.798 ","-9.732 "
"6629.390 ","-7.467 "
"6652.982 ","-5.290 "
"6676.574 ","-3.114 "
"6700.166 ","-0.862 "
"6723.759 ","1.542 "
"6747.351 ","4.186 "
"6770.943 ","7.111 "
"6794.535 ","10.551 "
"6818.127 ","14.659 "
"6841.719 ","19.562 "
"6865.311 ","25.552 "
"6888.904 ","32.407 "
"6912.496 ","39.842 "
"6936.088 ","48.217 "
"6959.680 ","57.099 "
"6983.272 ","58.096 "
"7006.864 ","55.871 "
"7030.456 ","55.871 "
"7054.048 ","55.871 "
"7077.641 ","32.599 "
"7101.233 ","-37.518 "
"7124.825 ","-77.559 "
"7148.417 ","-77.559 "
"7172.009 ","-77.559 "
"7195.601 ","-76.790 "
"7219.193 ","-75.262 "
"7242.786 ","-73.535 "
"7266.378 ","-71.498 "
"7289.970 ","-69.376 "
"7313.562 ","-67.137 "
"7337.154 ","-64.558 "
"7360.746 ","-61.788 "
"7384.338 ","-59.026 "
"7407.930 ","-56.359 "
"7431.523 ","-54.018 "
"7455.115 ","-51.732 "
"7478.707 ","-49.251 "
"7502.299 ","-46.485 "
"7525.891 ","-43.518 "
"7549.483 ","-40.449 "
"7573.075 ","-37.502 "
"7596.668 ","-34.780 "
"7620.260 ","-32.304 "
"7643.852 ","-30.059 "
"7667.444 ","-27.864 "
"7691.036 ","-25.616 "
"7714.628 ","-23.247 "
"7738.220 ","-20.729 "
"7761.813 ","-18.118 "
"7785.405 ","-15.387 "
"7808.997 ","-12.493 "
"7832.589 ","-9.395 "
"7856.181 ","-5.894 "
"7879.773 ","-2.001 "
"7903.365 ","1.994 "
"7926.957 ","5.916 "
"7950.550 ","9.468 "
"7974.142 ","12.539 "
"7997.734 ","15.276 "
"8021.326 ","18.117 "
"8044.918 ","21.738 "
"8068.510 ","26.508 "
"8092.102 ","32.570 "
"8115.695 ","40.082 "
"8139.287 ","48.551 "
"8162.879 ","57.555 "
"8186.471 ","63.615 "
"8210.063 ","65.102 "
"8233.655 ","65.008 "
"8257.247 ","64.934 "
"8280.839 ","64.860 "
"8304.432 ","49.825 "
"8328.024 ","-9.584 "
"8351.616 ","-44.199 "
"8375.208 ","-44.199 "
"8398.800 ","-41.959 "
"8422.392 ","-40.862 "
