"X(um)","Z(um)"
"2193.751 ","14.291 "
"2217.339 ","17.038 "
"2240.928 ","19.597 "
"2264.517 ","22.159 "
"2288.105 ","24.976 "
"2311.694 ","27.734 "
"2335.283 ","30.687 "
"2358.872 ","34.090 "
"2382.460 ","37.510 "
"2406.049 ","40.869 "
"2429.638 ","44.271 "
"2453.226 ","47.549 "
"2476.815 ","50.932 "
"2500.404 ","54.066 "
"2523.993 ","57.115 "
"2547.581 ","60.624 "
"2571.170 ","64.408 "
"2594.759 ","68.267 "
"2618.347 ","72.022 "
"2641.936 ","75.548 "
"2665.525 ","78.984 "
"2689.114 ","82.113 "
"2712.702 ","84.702 "
"2736.291 ","87.287 "
"2759.880 ","89.962 "
"2783.468 ","92.798 "
"2807.057 ","96.032 "
"2830.646 ","99.555 "
"2854.235 ","103.289 "
"2877.823 ","107.115 "
"2901.412 ","110.902 "
"2925.001 ","114.919 "
"2948.589 ","119.151 "
"2972.178 ","123.595 "
"2995.767 ","128.303 "
"3019.356 ","133.673 "
"3042.944 ","139.615 "
"3066.533 ","145.606 "
"3090.122 ","151.363 "
"3113.710 ","156.817 "
"3137.299 ","159.572 "
"3160.888 ","155.814 "
"3184.477 ","152.073 "
"3208.065 ","148.358 "
"3231.654 ","144.663 "
"3255.243 ","140.984 "
"3278.831 ","137.318 "
"3302.420 ","133.670 "
"3326.009 ","130.037 "
"3349.598 ","126.419 "
"3373.186 ","122.816 "
"3396.775 ","119.224 "
"3420.364 ","115.639 "
"3443.952 ","112.068 "
"3467.541 ","108.505 "
"3491.130 ","104.950 "
"3514.719 ","101.400 "
"3538.307 ","74.821 "
"3561.896 ","-39.364 "
"3585.485 ","-173.421 "
"3609.073 ","-176.669 "
"3632.662 ","-179.919 "
"3656.251 ","-183.172 "
"3679.840 ","-186.430 "
"3703.428 ","-189.689 "
"3727.017 ","-192.953 "
"3750.606 ","-196.226 "
"3774.194 ","-199.508 "
"3797.783 ","-202.799 "
"3821.372 ","-206.097 "
"3844.961 ","-209.412 "
"3868.549 ","-212.740 "
"3892.138 ","-216.084 "
"3915.727 ","-219.443 "
"3939.315 ","-222.819 "
"3962.904 ","-221.033 "
"3986.493 ","-210.898 "
"4010.082 ","-205.083 "
"4033.670 ","-199.067 "
"4057.259 ","-193.087 "
"4080.848 ","-187.719 "
"4104.436 ","-184.153 "
"4128.025 ","-182.066 "
"4151.614 ","-179.832 "
"4175.203 ","-176.914 "
"4198.791 ","-173.266 "
"4222.380 ","-168.820 "
"4245.969 ","-163.433 "
"4269.557 ","-157.511 "
"4293.146 ","-151.659 "
"4316.735 ","-146.170 "
"4340.324 ","-140.578 "
"4363.912 ","-135.546 "
"4387.501 ","-131.359 "
"4411.090 ","-127.797 "
"4434.678 ","-124.200 "
"4458.267 ","-120.594 "
"4481.856 ","-117.084 "
"4505.445 ","-113.371 "
"4529.033 ","-109.182 "
"4552.622 ","-104.700 "
"4576.211 ","-100.530 "
"4599.799 ","-96.691 "
"4623.388 ","-92.886 "
"4646.977 ","-89.199 "
"4670.566 ","-85.684 "
"4694.154 ","-82.389 "
"4717.743 ","-79.346 "
"4741.332 ","-76.561 "
"4764.920 ","-74.179 "
"4788.509 ","-72.065 "
"4812.098 ","-69.801 "
"4835.687 ","-67.409 "
"4859.275 ","-64.850 "
"4882.864 ","-62.099 "
"4906.453 ","-59.216 "
"4930.042 ","-56.801 "
"4953.630 ","-54.791 "
"4977.219 ","-52.934 "
"5000.808 ","-50.998 "
"5024.396 ","-49.015 "
"5047.985 ","-47.024 "
"5071.574 ","-44.892 "
"5095.163 ","-42.592 "
"5118.751 ","-40.400 "
"5142.340 ","-38.392 "
"5165.929 ","-36.367 "
"5189.517 ","-34.115 "
"5213.106 ","-31.648 "
"5236.695 ","-29.062 "
"5260.284 ","-26.286 "
"5283.872 ","-23.513 "
"5307.461 ","-20.917 "
"5331.050 ","-18.601 "
"5354.638 ","-16.752 "
"5378.227 ","-15.086 "
"5401.816 ","-13.457 "
"5425.405 ","-11.631 "
"5448.993 ","-9.360 "
"5472.582 ","-6.428 "
"5496.171 ","-2.954 "
"5519.759 ","0.798 "
"5543.348 ","4.492 "
"5566.937 ","8.053 "
"5590.526 ","11.702 "
"5614.114 ","15.446 "
"5637.703 ","19.270 "
"5661.292 ","23.723 "
"5684.880 ","29.001 "
"5708.469 ","34.449 "
"5732.058 ","39.503 "
"5755.647 ","44.135 "
"5779.235 ","48.438 "
"5802.824 ","52.440 "
"5826.413 ","56.082 "
"5850.001 ","59.458 "
"5873.590 ","63.063 "
"5897.179 ","67.148 "
"5920.768 ","71.032 "
"5944.356 ","74.746 "
"5967.945 ","78.472 "
"5991.534 ","82.152 "
"6015.122 ","85.933 "
"6038.711 ","89.901 "
"6062.300 ","93.833 "
"6085.889 ","98.014 "
"6109.477 ","102.312 "
"6133.066 ","106.428 "
"6156.655 ","110.727 "
"6180.243 ","114.888 "
"6203.832 ","118.913 "
"6227.421 ","123.027 "
"6251.010 ","127.115 "
"6274.598 ","131.472 "
"6298.187 ","136.219 "
"6321.776 ","141.074 "
"6345.364 ","146.149 "
"6368.953 ","151.559 "
"6392.542 ","157.263 "
"6416.131 ","163.269 "
"6439.719 ","169.292 "
"6463.308 ","175.123 "
"6486.897 ","181.083 "
"6510.485 ","186.971 "
"6534.074 ","192.674 "
"6557.663 ","198.415 "
"6581.252 ","204.384 "
"6604.840 ","210.380 "
"6628.429 ","207.697 "
"6652.018 ","194.656 "
"6675.606 ","191.808 "
"6699.195 ","188.985 "
"6722.784 ","186.195 "
"6746.373 ","183.432 "
"6769.961 ","180.694 "
"6793.550 ","177.983 "
"6817.139 ","175.290 "
"6840.727 ","172.619 "
"6864.316 ","169.968 "
"6887.905 ","167.335 "
"6911.494 ","101.850 "
"6935.082 ","-90.576 "
"6958.671 ","-236.181 "
"6982.260 ","-252.801 "
"7005.848 ","-255.373 "
"7029.437 ","-257.939 "
"7053.026 ","-260.500 "
"7076.615 ","-263.052 "
"7100.203 ","-265.601 "
"7123.792 ","-268.156 "
"7147.381 ","-270.712 "
"7170.969 ","-273.271 "
"7194.558 ","-275.837 "
"7218.147 ","-273.884 "
"7241.736 ","-264.809 "
"7265.324 ","-257.776 "
"7288.913 ","-250.345 "
"7312.502 ","-243.924 "
"7336.090 ","-239.489 "
"7359.679 ","-236.814 "
"7383.268 ","-236.596 "
"7406.857 ","-238.991 "
"7430.445 ","-241.117 "
"7454.034 ","-240.767 "
"7477.623 ","-235.608 "
"7501.211 ","-228.614 "
"7524.800 ","-220.461 "
"7548.389 ","-211.543 "
"7571.978 ","-202.351 "
"7595.566 ","-194.018 "
"7619.155 ","-188.367 "
"7642.744 ","-186.187 "
"7666.332 ","-183.814 "
"7689.921 ","-181.068 "
"7713.510 ","-178.501 "
"7737.099 ","-175.925 "
"7760.687 ","-172.718 "
"7784.276 ","-168.816 "
"7807.865 ","-164.306 "
"7831.453 ","-159.361 "
"7855.042 ","-154.315 "
"7878.631 ","-149.096 "
"7902.220 ","-143.842 "
"7925.808 ","-138.713 "
"7949.397 ","-133.692 "
"7972.986 ","-128.945 "
"7996.574 ","-124.690 "
"8020.163 ","-120.843 "
"8043.752 ","-117.275 "
"8067.341 ","-113.749 "
"8090.929 ","-110.357 "
"8114.518 ","-107.133 "
"8138.107 ","-104.016 "
"8161.695 ","-101.014 "
"8185.284 ","-98.084 "
"8208.873 ","-95.276 "
"8232.462 ","-92.790 "
"8256.050 ","-90.261 "
"8279.639 ","-87.529 "
"8303.228 ","-84.653 "
"8326.817 ","-81.752 "
"8350.405 ","-78.928 "
"8373.994 ","-76.136 "
"8397.583 ","-73.271 "
"8421.171 ","-70.475 "
"8444.760 ","-67.623 "
"8468.349 ","-64.676 "
"8491.938 ","-61.764 "
"8515.526 ","-58.705 "
"8539.115 ","-55.597 "
"8562.704 ","-52.477 "
"8586.292 ","-49.255 "
"8609.881 ","-46.538 "
"8633.470 ","-44.321 "
"8657.059 ","-42.089 "
"8680.647 ","-39.801 "
"8704.236 ","-37.334 "
"8727.825 ","-34.555 "
"8751.413 ","-31.532 "
"8775.002 ","-28.152 "
"8798.591 ","-24.711 "
"8822.180 ","-21.419 "
"8845.768 ","-18.128 "
"8869.357 ","-14.675 "
"8892.946 ","-11.233 "
"8916.534 ","-7.720 "
"8940.123 ","-3.845 "
"8963.712 ","0.164 "
"8987.301 ","3.968 "
"9010.889 ","7.389 "
"9034.478 ","10.632 "
"9058.067 ","13.903 "
"9081.655 ","17.011 "
"9105.244 ","20.022 "
"9128.833 ","23.249 "
"9152.422 ","26.627 "
"9176.010 ","30.009 "
"9199.599 ","33.179 "
"9223.188 ","35.989 "
"9246.776 ","38.659 "
"9270.365 ","41.286 "
"9293.954 ","44.035 "
"9317.543 ","47.137 "
"9341.131 ","50.587 "
"9364.720 ","54.270 "
"9388.309 ","58.104 "
"9411.897 ","61.810 "
"9435.486 ","65.250 "
"9459.075 ","68.698 "
"9482.664 ","72.379 "
"9506.252 ","76.438 "
"9529.841 ","80.717 "
"9553.430 ","85.123 "
"9577.018 ","89.717 "
"9600.607 ","93.967 "
"9624.196 ","97.480 "
"9647.785 ","100.613 "
"9671.373 ","103.697 "
"9694.962 ","107.116 "
"9718.551 ","110.989 "
"9742.139 ","115.318 "
"9765.728 ","120.388 "
"9789.317 ","125.853 "
"9812.906 ","131.288 "
"9836.494 ","136.570 "
"9860.083 ","141.734 "
"9883.672 ","147.077 "
"9907.260 ","152.640 "
"9930.849 ","158.459 "
"9954.438 ","164.628 "
"9978.027 ","171.001 "
"10001.615 ","177.327 "
"10025.204 ","174.633 "
"10048.793 ","162.214 "
"10072.381 ","158.686 "
"10095.970 ","155.179 "
"10119.559 ","151.693 "
"10143.148 ","148.234 "
"10166.736 ","144.795 "
"10190.325 ","141.373 "
"10213.914 ","137.968 "
"10237.502 ","134.588 "
"10261.091 ","131.224 "
"10284.680 ","127.875 "
"10308.269 ","124.541 "
"10331.857 ","121.222 "
"10355.446 ","117.919 "
"10379.035 ","77.882 "
"10402.623 ","-32.804 "
"10426.212 ","-123.695 "
"10449.801 ","-145.998 "
"10473.390 ","-149.542 "
"10496.978 ","-153.074 "
"10520.567 ","-156.603 "
"10544.156 ","-160.131 "
"10567.744 ","-163.655 "
"10591.333 ","-167.174 "
"10614.922 ","-170.690 "
"10638.511 ","-174.203 "
"10662.099 ","-177.721 "
"10685.688 ","-181.243 "
"10709.277 ","-184.766 "
"10732.865 ","-188.288 "
"10756.454 ","-185.344 "
"10780.043 ","-170.175 "
"10803.632 ","-158.184 "
"10827.220 ","-154.313 "
"10850.809 ","-149.781 "
"10874.398 ","-145.024 "
"10897.986 ","-140.817 "
"10921.575 ","-137.048 "
"10945.164 ","-133.611 "
"10968.753 ","-130.553 "
"10992.341 ","-127.630 "
"11015.930 ","-124.458 "
"11039.519 ","-120.868 "
"11063.107 ","-116.864 "
"11086.696 ","-112.532 "
"11110.285 ","-107.957 "
"11133.874 ","-103.432 "
"11157.462 ","-99.028 "
"11181.051 ","-94.627 "
"11204.640 ","-90.186 "
"11228.228 ","-85.961 "
"11251.817 ","-81.965 "
"11275.406 ","-78.196 "
"11298.995 ","-74.606 "
"11322.583 ","-71.237 "
"11346.172 ","-68.344 "
"11369.761 ","-65.635 "
"11393.349 ","-62.449 "
"11416.938 ","-59.057 "
"11440.527 ","-55.743 "
"11464.116 ","-52.455 "
"11487.704 ","-49.282 "
"11511.293 ","-45.913 "
"11534.882 ","-42.448 "
"11558.471 ","-39.203 "
"11582.059 ","-35.980 "
"11605.648 ","-32.771 "
"11629.237 ","-29.638 "
"11652.825 ","-26.645 "
"11676.414 ","-24.102 "
"11700.003 ","-21.718 "
"11723.592 ","-19.201 "
"11747.180 ","-16.766 "
"11770.769 ","-14.322 "
"11794.358 ","-11.798 "
"11817.946 ","-9.357 "
"11841.535 ","-6.955 "
"11865.124 ","-4.694 "
"11888.713 ","-2.622 "
"11912.301 ","-0.568 "
"11935.890 ","1.476 "
"11959.479 ","3.486 "
"11983.067 ","5.530 "
"12006.656 ","7.657 "
"12030.245 ","9.941 "
"12053.834 ","12.315 "
"12077.422 ","14.739 "
"12101.011 ","17.125 "
"12124.600 ","19.538 "
"12148.188 ","22.132 "
"12171.777 ","24.988 "
"12195.366 ","28.115 "
"12218.955 ","31.581 "
"12242.543 ","35.239 "
"12266.132 ","38.948 "
"12289.721 ","42.751 "
"12313.309 ","46.605 "
"12336.898 ","50.275 "
"12360.487 ","53.779 "
"12384.076 ","57.392 "
"12407.664 ","61.147 "
"12431.253 ","65.011 "
"12454.842 ","68.847 "
"12478.430 ","72.734 "
"12502.019 ","77.011 "
"12525.608 ","81.540 "
"12549.197 ","86.179 "
"12572.785 ","90.790 "
"12596.374 ","95.354 "
"12619.963 ","99.960 "
"12643.551 ","104.553 "
"12667.140 ","109.211 "
"12690.729 ","113.975 "
"12714.318 ","118.817 "
"12737.906 ","123.847 "
"12761.495 ","129.150 "
"12785.084 ","134.446 "
"12808.672 ","139.589 "
"12832.261 ","144.466 "
"12855.850 ","149.193 "
"12879.439 ","153.757 "
"12903.027 ","157.703 "
"12926.616 ","160.911 "
"12950.205 ","163.798 "
"12973.793 ","166.928 "
"12997.382 ","171.022 "
"13020.971 ","176.447 "
"13044.560 ","182.892 "
"13068.148 ","190.457 "
"13091.737 ","198.496 "
"13115.326 ","206.091 "
"13138.914 ","212.740 "
"13162.503 ","217.773 "
"13186.092 ","221.536 "
"13209.681 ","225.136 "
"13233.269 ","228.375 "
"13256.858 ","231.576 "
"13280.447 ","235.138 "
"13304.035 ","238.948 "
"13327.624 ","235.063 "
"13351.213 ","224.713 "
"13374.802 ","222.460 "
"13398.390 ","220.223 "
"13421.979 ","217.999 "
"13445.568 ","215.792 "
"13469.156 ","213.600 "
"13492.745 ","203.256 "
"13516.334 ","144.602 "
"13539.923 ","41.519 "
"13563.511 ","-49.261 "
"13587.100 ","-109.769 "
"13610.689 ","-111.892 "
"13634.277 ","-114.011 "
"13657.866 ","-116.123 "
"13681.455 ","-118.227 "
"13705.044 ","-120.326 "
"13728.632 ","-115.323 "
"13752.221 ","-105.660 "
"13775.810 ","-105.411 "
"13799.398 ","-104.912 "
"13822.987 ","-104.563 "
"13846.576 ","-104.592 "
"13870.165 ","-104.827 "
"13893.753 ","-105.032 "
"13917.342 ","-105.025 "
"13940.931 ","-104.640 "
"13964.519 ","-103.829 "
"13988.108 ","-102.547 "
"14011.697 ","-100.831 "
"14035.286 ","-98.785 "
"14058.874 ","-96.566 "
"14082.463 ","-94.161 "
"14106.052 ","-91.466 "
"14129.640 ","-88.498 "
"14153.229 ","-85.480 "
"14176.818 ","-82.512 "
"14200.407 ","-79.700 "
"14223.995 ","-76.809 "
"14247.584 ","-73.771 "
"14271.173 ","-70.846 "
"14294.761 ","-67.997 "
"14318.350 ","-65.230 "
"14341.939 ","-62.552 "
"14365.528 ","-59.940 "
"14389.116 ","-57.726 "
"14412.705 ","-55.872 "
"14436.294 ","-54.120 "
"14459.882 ","-52.380 "
"14483.471 ","-50.545 "
"14507.060 ","-48.691 "
"14530.649 ","-46.895 "
"14554.237 ","-45.086 "
"14577.826 ","-43.199 "
"14601.415 ","-41.152 "
"14625.003 ","-38.996 "
"14648.592 ","-36.776 "
"14672.181 ","-34.384 "
"14695.770 ","-31.699 "
"14719.358 ","-28.914 "
"14742.947 ","-25.989 "
"14766.536 ","-22.904 "
"14790.125 ","-19.750 "
"14813.713 ","-16.585 "
"14837.302 ","-13.415 "
"14860.891 ","-10.330 "
"14884.479 ","-7.344 "
"14908.068 ","-4.297 "
"14931.657 ","-1.228 "
"14955.246 ","1.927 "
"14978.834 ","5.200 "
"15002.423 ","8.547 "
"15026.012 ","12.106 "
"15049.600 ","15.967 "
"15073.189 ","19.920 "
"15096.778 ","23.775 "
"15120.367 ","27.566 "
"15143.955 ","31.373 "
"15167.544 ","35.431 "
"15191.133 ","39.738 "
"15214.721 ","44.236 "
"15238.310 ","48.952 "
"15261.899 ","53.879 "
"15285.488 ","58.937 "
"15309.076 ","64.042 "
"15332.665 ","69.078 "
"15356.254 ","73.912 "
"15379.842 ","78.499 "
"15403.431 ","83.064 "
"15427.020 ","87.515 "
"15450.609 ","91.775 "
"15474.197 ","95.919 "
"15497.786 ","100.206 "
"15521.375 ","104.906 "
"15544.963 ","109.913 "
"15568.552 ","114.950 "
"15592.141 ","119.842 "
"15615.730 ","124.704 "
"15639.318 ","129.645 "
"15662.907 ","134.786 "
"15686.496 ","140.085 "
"15710.084 ","145.402 "
"15733.673 ","150.762 "
"15757.262 ","156.171 "
"15780.851 ","161.542 "
"15804.439 ","166.994 "
"15828.028 ","172.403 "
"15851.617 ","177.870 "
"15875.205 ","183.471 "
"15898.794 ","189.011 "
"15922.383 ","194.580 "
"15945.972 ","200.222 "
"15969.560 ","205.851 "
"15993.149 ","211.723 "
"16016.738 ","217.882 "
"16040.326 ","224.410 "
"16063.915 ","231.222 "
"16087.504 ","238.114 "
"16111.093 ","244.882 "
"16134.681 ","251.500 "
"16158.270 ","253.843 "
"16181.859 ","259.113 "
"16205.447 ","268.954 "
"16229.036 ","267.549 "
"16252.625 ","267.585 "
"16276.214 ","267.647 "
"16299.802 ","267.728 "
"16323.391 ","267.826 "
"16346.980 ","267.941 "
"16370.568 ","259.945 "
"16394.157 ","222.086 "
"16417.746 ","31.583 "
"16441.335 ","-188.954 "
"16464.923 ","-189.045 "
"16488.512 ","-189.123 "
"16512.101 ","-189.193 "
"16535.689 ","-189.262 "
"16559.278 ","-189.319 "
"16582.867 ","-189.372 "
"16606.456 ","-187.964 "
"16630.044 ","-183.934 "
"16653.633 ","-178.379 "
"16677.222 ","-171.747 "
"16700.810 ","-165.120 "
"16724.399 ","-159.197 "
"16747.988 ","-154.547 "
"16771.577 ","-152.187 "
