"X(um)","Z(um)"
"3987.958 ","-65.369 "
"4011.555 ","-64.092 "
"4035.153 ","-60.874 "
"4058.750 ","-57.303 "
"4082.348 ","-53.609 "
"4105.945 ","-50.209 "
"4129.542 ","-47.089 "
"4153.140 ","-44.147 "
"4176.737 ","-41.439 "
"4200.334 ","-38.761 "
"4223.932 ","-36.176 "
"4247.529 ","-33.728 "
"4271.127 ","-31.278 "
"4294.724 ","-28.824 "
"4318.321 ","-26.358 "
"4341.919 ","-23.798 "
"4365.516 ","-21.189 "
"4389.114 ","-18.623 "
"4412.711 ","-16.096 "
"4436.308 ","-13.551 "
"4459.906 ","-11.075 "
"4483.503 ","-8.626 "
"4507.100 ","-6.238 "
"4530.698 ","-3.939 "
"4554.295 ","-1.652 "
"4577.893 ","0.442 "
"4601.490 ","2.273 "
"4625.087 ","3.850 "
"4648.685 ","5.300 "
"4672.282 ","6.456 "
"4695.880 ","7.674 "
"4719.477 ","8.842 "
"4743.074 ","10.137 "
"4766.672 ","11.615 "
"4790.269 ","13.184 "
"4813.866 ","14.766 "
"4837.464 ","16.411 "
"4861.061 ","17.836 "
"4884.659 ","18.910 "
"4908.256 ","19.745 "
"4931.853 ","20.228 "
"4955.451 ","20.540 "
"4979.048 ","20.889 "
"5002.646 ","21.348 "
"5026.243 ","21.936 "
"5049.840 ","22.585 "
"5073.438 ","23.241 "
"5097.035 ","23.795 "
"5120.633 ","24.077 "
"5144.230 ","23.959 "
"5167.827 ","23.724 "
"5191.425 ","23.474 "
"5215.022 ","23.275 "
"5238.619 ","23.230 "
"5262.217 ","23.334 "
"5285.814 ","23.518 "
"5309.412 ","23.844 "
"5333.009 ","24.198 "
"5356.606 ","24.413 "
"5380.204 ","24.467 "
"5403.801 ","24.357 "
"5427.399 ","24.061 "
"5450.996 ","23.663 "
"5474.593 ","23.160 "
"5498.191 ","22.572 "
"5521.788 ","21.908 "
"5545.385 ","21.036 "
"5568.983 ","19.841 "
"5592.580 ","18.214 "
"5616.178 ","15.940 "
"5639.775 ","13.155 "
"5663.372 ","9.969 "
"5686.970 ","6.712 "
"5710.567 ","3.450 "
"5734.165 ","0.090 "
"5757.762 ","-3.534 "
"5781.359 ","-8.259 "
"5804.957 ","-13.870 "
"5828.554 ","-19.812 "
"5852.151 ","-25.910 "
"5875.749 ","-32.863 "
"5899.346 ","-41.259 "
"5922.944 ","-49.215 "
"5946.541 ","-56.217 "
"5970.138 ","-62.163 "
"5993.736 ","-66.892 "
"6017.333 ","-69.919 "
"6040.931 ","-69.346 "
"6064.528 ","-66.786 "
"6088.125 ","-63.817 "
"6111.723 ","-60.674 "
"6135.320 ","-57.823 "
"6158.917 ","-55.281 "
"6182.515 ","-53.049 "
"6206.112 ","-50.990 "
"6229.710 ","-49.068 "
"6253.307 ","-47.142 "
"6276.904 ","-45.295 "
"6300.502 ","-43.484 "
"6324.099 ","-41.759 "
"6347.697 ","-40.038 "
"6371.294 ","-38.392 "
"6394.891 ","-36.713 "
"6418.489 ","-34.900 "
"6442.086 ","-32.936 "
"6465.683 ","-30.783 "
"6489.281 ","-28.477 "
"6512.878 ","-26.168 "
"6536.476 ","-23.841 "
"6560.073 ","-21.559 "
"6583.670 ","-19.346 "
"6607.268 ","-17.151 "
"6630.865 ","-15.031 "
"6654.463 ","-12.994 "
"6678.060 ","-10.971 "
"6701.657 ","-9.102 "
"6725.255 ","-7.265 "
"6748.852 ","-5.561 "
"6772.449 ","-3.767 "
"6796.047 ","-1.941 "
"6819.644 ","-0.021 "
"6843.242 ","1.956 "
"6866.839 ","4.100 "
"6890.436 ","6.221 "
"6914.034 ","8.155 "
"6937.631 ","9.963 "
"6961.229 ","11.668 "
"6984.826 ","13.289 "
"7008.423 ","14.818 "
"7032.021 ","16.262 "
"7055.618 ","17.734 "
"7079.215 ","19.113 "
"7102.813 ","20.339 "
"7126.410 ","21.303 "
"7150.008 ","22.059 "
"7173.605 ","22.585 "
"7197.202 ","22.948 "
"7220.800 ","23.238 "
"7244.397 ","23.519 "
"7267.995 ","23.696 "
"7291.592 ","23.869 "
"7315.189 ","24.017 "
"7338.787 ","24.233 "
"7362.384 ","24.459 "
"7385.981 ","24.704 "
"7409.579 ","25.019 "
"7433.176 ","25.363 "
"7456.774 ","25.561 "
"7480.371 ","25.527 "
"7503.968 ","25.241 "
"7527.566 ","24.436 "
"7551.163 ","22.959 "
"7574.761 ","20.729 "
"7598.358 ","17.669 "
"7621.955 ","14.463 "
"7645.553 ","11.340 "
"7669.150 ","8.421 "
"7692.747 ","5.077 "
"7716.345 ","-0.354 "
"7739.942 ","-6.705 "
"7763.540 ","-13.340 "
"7787.137 ","-20.106 "
"7810.734 ","-26.903 "
"7834.332 ","-34.474 "
"7857.929 ","-43.013 "
"7881.527 ","-49.981 "
"7905.124 ","-56.791 "
"7928.721 ","-63.065 "
"7952.319 ","-67.863 "
"7975.916 ","-70.172 "
"7999.513 ","-71.164 "
"8023.111 ","-68.054 "
"8046.708 ","-64.596 "
"8070.306 ","-60.982 "
"8093.903 ","-57.443 "
"8117.500 ","-53.898 "
"8141.098 ","-50.206 "
"8164.695 ","-46.449 "
"8188.293 ","-42.786 "
"8211.890 ","-39.079 "
"8235.487 ","-35.460 "
"8259.085 ","-31.910 "
"8282.682 ","-28.525 "
"8306.279 ","-25.548 "
"8329.877 ","-22.860 "
"8353.474 ","-20.227 "
"8377.072 ","-17.600 "
"8400.669 ","-14.862 "
"8424.266 ","-12.073 "
"8447.864 ","-9.233 "
"8471.461 ","-6.344 "
"8495.059 ","-3.421 "
"8518.656 ","-0.709 "
"8542.253 ","1.922 "
"8565.851 ","4.381 "
"8589.448 ","6.678 "
"8613.045 ","8.802 "
"8636.643 ","10.799 "
"8660.240 ","12.863 "
"8683.838 ","14.874 "
"8707.435 ","16.929 "
"8731.032 ","19.059 "
"8754.630 ","21.168 "
"8778.227 ","23.334 "
"8801.825 ","25.399 "
"8825.422 ","27.499 "
"8849.019 ","29.649 "
"8872.617 ","31.863 "
"8896.214 ","34.205 "
"8919.811 ","36.566 "
"8943.409 ","38.958 "
"8967.006 ","41.355 "
"8990.604 ","43.572 "
"9014.201 ","45.666 "
"9037.798 ","47.712 "
"9061.396 ","49.652 "
"9084.993 ","51.559 "
"9108.591 ","53.262 "
"9132.188 ","54.857 "
"9155.785 ","56.260 "
"9179.383 ","57.425 "
"9202.980 ","58.235 "
"9226.577 ","58.758 "
"9250.175 ","58.936 "
"9273.772 ","58.585 "
"9297.370 ","57.761 "
"9320.967 ","56.586 "
"9344.564 ","55.445 "
"9368.162 ","54.412 "
"9391.759 ","53.516 "
"9415.357 ","52.173 "
"9438.954 ","49.238 "
"9462.551 ","45.201 "
"9486.149 ","40.549 "
"9509.746 ","35.450 "
"9533.343 ","30.479 "
"9556.941 ","25.779 "
"9580.538 ","20.934 "
"9604.136 ","1.903 "
"9627.733 ","-35.946 "
"9651.330 ","-57.981 "
"9674.928 ","-60.296 "
"9698.525 ","-61.324 "
"9722.123 ","-62.626 "
"9745.720 ","-62.056 "
"9769.317 ","-61.312 "
"9792.915 ","-60.536 "
"9816.512 ","-59.844 "
"9840.109 ","-58.843 "
"9863.707 ","-57.397 "
"9887.304 ","-55.284 "
"9910.902 ","-52.223 "
"9934.499 ","-48.425 "
"9958.096 ","-44.003 "
"9981.694 ","-39.232 "
"10005.291 ","-34.227 "
"10028.889 ","-29.019 "
"10052.486 ","-23.830 "
"10076.083 ","-18.689 "
"10099.681 ","-13.814 "
"10123.278 ","-9.207 "
"10146.875 ","-4.849 "
"10170.473 ","-0.937 "
"10194.070 ","2.524 "
"10217.668 ","5.644 "
"10241.265 ","8.407 "
"10264.862 ","10.893 "
"10288.460 ","13.094 "
"10312.057 ","14.961 "
"10335.655 ","16.605 "
"10359.252 ","18.033 "
"10382.849 ","19.173 "
"10406.447 ","20.084 "
"10430.044 ","20.868 "
"10453.641 ","21.532 "
"10477.239 ","22.207 "
"10500.836 ","22.837 "
"10524.434 ","23.568 "
"10548.031 ","24.350 "
"10571.628 ","25.244 "
"10595.226 ","26.192 "
"10618.823 ","27.290 "
"10642.421 ","28.587 "
"10666.018 ","30.000 "
"10689.615 ","31.544 "
"10713.213 ","33.278 "
"10736.810 ","35.134 "
"10760.407 ","37.135 "
"10784.005 ","39.190 "
"10807.602 ","40.941 "
"10831.200 ","42.522 "
"10854.797 ","43.953 "
"10878.394 ","45.300 "
"10901.992 ","46.672 "
"10925.589 ","48.068 "
"10949.187 ","49.443 "
"10972.784 ","50.983 "
"10996.381 ","52.595 "
"11019.979 ","54.240 "
"11043.576 ","55.953 "
"11067.173 ","57.721 "
"11090.771 ","59.553 "
"11114.368 ","61.593 "
"11137.966 ","63.732 "
"11161.563 ","65.960 "
"11185.160 ","68.309 "
"11208.758 ","70.730 "
"11232.355 ","73.185 "
"11255.953 ","75.527 "
"11279.550 ","77.624 "
"11303.147 ","79.297 "
"11326.745 ","80.601 "
"11350.342 ","81.575 "
"11373.939 ","82.278 "
"11397.537 ","82.211 "
"11421.134 ","81.180 "
"11444.732 ","79.047 "
"11468.329 ","76.104 "
"11491.926 ","73.784 "
"11515.524 ","74.516 "
"11539.121 ","73.921 "
"11562.719 ","67.583 "
"11586.316 ","38.139 "
"11609.913 ","-7.480 "
"11633.511 ","-51.443 "
"11657.108 ","-57.101 "
"11680.705 ","-57.733 "
"11704.303 ","-59.648 "
"11727.900 ","-62.896 "
"11751.498 ","-67.221 "
"11775.095 ","-70.424 "
"11798.692 ","-73.062 "
"11822.290 ","-74.616 "
"11845.887 ","-74.943 "
"11869.485 ","-74.062 "
"11893.082 ","-72.517 "
"11916.679 ","-70.734 "
"11940.277 ","-68.721 "
"11963.874 ","-66.671 "
"11987.471 ","-64.756 "
"12011.069 ","-62.919 "
"12034.666 ","-61.162 "
"12058.264 ","-59.516 "
"12081.861 ","-58.108 "
"12105.458 ","-56.844 "
"12129.056 ","-55.762 "
"12152.653 ","-54.869 "
