"X(um)","Z(um)"
"5809.372 ","-10.697 "
"5832.988 ","-14.236 "
"5856.603 ","-17.215 "
"5880.218 ","-19.604 "
"5903.834 ","-21.162 "
"5927.449 ","-21.950 "
"5951.064 ","-22.266 "
"5974.680 ","-22.078 "
"5998.295 ","-20.450 "
"6021.910 ","-15.682 "
"6045.526 ","-7.757 "
"6069.141 ","1.841 "
"6092.756 ","11.577 "
"6116.372 ","19.732 "
"6139.987 ","25.105 "
"6163.602 ","26.744 "
"6187.218 ","24.247 "
"6210.833 ","19.247 "
"6234.448 ","13.956 "
"6258.064 ","9.209 "
"6281.679 ","5.285 "
"6305.294 ","2.053 "
"6328.910 ","-0.892 "
"6352.525 ","-3.826 "
"6376.140 ","-6.781 "
"6399.756 ","-9.629 "
"6423.371 ","-12.060 "
"6446.986 ","-13.971 "
"6470.602 ","-15.534 "
"6494.217 ","-16.834 "
"6517.832 ","-17.810 "
"6541.448 ","-18.204 "
"6565.063 ","-17.564 "
"6588.678 ","-14.698 "
"6612.294 ","-8.660 "
"6635.909 ","-0.038 "
"6659.525 ","9.694 "
"6683.140 ","18.752 "
"6706.755 ","25.742 "
"6730.371 ","29.939 "
"6753.986 ","30.424 "
"6777.601 ","27.370 "
"6801.217 ","22.714 "
"6824.832 ","17.834 "
"6848.447 ","13.023 "
"6872.063 ","8.135 "
"6895.678 ","2.911 "
"6919.293 ","-2.462 "
"6942.909 ","-7.689 "
"6966.524 ","-12.726 "
"6990.139 ","-17.362 "
"7013.755 ","-21.105 "
"7037.370 ","-23.849 "
"7060.985 ","-25.270 "
"7084.601 ","-24.547 "
"7108.216 ","-20.969 "
"7131.831 ","-15.035 "
"7155.447 ","-8.053 "
"7179.062 ","-1.037 "
"7202.677 ","4.891 "
"7226.293 ","7.758 "
"7249.908 ","8.321 "
"7273.523 ","6.532 "
"7297.139 ","2.467 "
"7320.754 ","-1.809 "
"7344.369 ","-5.905 "
"7367.985 ","-9.543 "
"7391.600 ","-12.604 "
"7415.215 ","-15.274 "
"7438.831 ","-17.848 "
"7462.446 ","-20.686 "
"7486.061 ","-23.834 "
"7509.677 ","-27.112 "
"7533.292 ","-30.305 "
"7556.907 ","-33.179 "
"7580.523 ","-35.761 "
"7604.138 ","-38.096 "
"7627.753 ","-40.049 "
"7651.369 ","-41.659 "
"7674.984 ","-41.866 "
"7698.599 ","-38.717 "
"7722.215 ","-32.118 "
"7745.830 ","-29.002 "
"7769.445 ","-25.332 "
"7793.061 ","-16.135 "
"7816.676 ","-5.595 "
"7840.291 ","4.748 "
"7863.907 ","8.016 "
"7887.522 ","9.108 "
"7911.137 ","15.344 "
"7934.753 ","23.000 "
"7958.368 ","28.209 "
"7981.983 ","30.407 "
"8005.599 ","29.115 "
"8029.214 ","24.871 "
"8052.829 ","19.319 "
"8076.445 ","13.170 "
"8100.060 ","6.723 "
"8123.675 ","0.439 "
"8147.291 ","-5.270 "
"8170.906 ","-10.041 "
"8194.521 ","-13.933 "
"8218.137 ","-17.221 "
"8241.752 ","-19.803 "
"8265.367 ","-21.752 "
"8288.983 ","-23.357 "
"8312.598 ","-22.941 "
